iso3,scenario,group,pyp,pyplb,pypub,maxpyp,bestlabel,wrap_lbl,iso_a2,lifespan,bestq,target,country
AGO,107,1,358730764.5771038,322957691.18363714,404653585.5588731,358730764.5771038,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",AO,1.1,1,70,Angola
AGO,226,2,464954129.40286565,419142879.10117286,520660272.191911,627742190.0427556,"Annual CD 
at pop x 26%",Annual CD at pop x 26%,AO,1.1,1,70,Angola
AGO,325,3,502534608.6665165,468783857.4129474,545390151.984583,565377803.4131448,"CD between campaigns 
at pop x 25%","CD between campaigns at
pop x 25%",AO,1.1,1,70,Angola
AGO,401,4,605270806.7345719,126293001.15899163,8402194.640389234,605270806.7345719,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",AO,1.1,1,70,Angola
AGO,513,5,566921850.616576,527092874.05097955,617973238.7601571,673018474,"Mass campaign (pop/1.3) 
every 2 years","Mass campaign (pop/1.3)
every 2 years",AO,1.1,1,70,Angola
AGO,607,6,486296561.46768075,448211339.4340641,536205458.53740793,486296561.46768075,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",AO,1.1,1,70,Angola
BDI,107,1,139819937.10473177,123535842.0189285,156112561.41064352,139819937.10473177,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",BI,1.31,1,70,Burundi
BDI,223,2,168041771.69598994,148620139.04726297,186418690.60750628,231946749.97968248,"Annual CD 
at pop x 23%",Annual CD at pop x 23%,BI,1.31,1,70,Burundi
BDI,319,3,179678810.12766203,163370442.1433136,193566937.17009652,211332874.48542607,"CD between campaigns 
at pop x 19%","CD between campaigns at
pop x 19%",BI,1.31,1,70,Burundi
BDI,404,4,200590589.8511137,31059128.67678615,58003051.92327048,218285232.4704038,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",BI,1.31,1,70,Burundi
BDI,516,5,195303171.34552544,176273232.41908896,211542309.47554028,238617045,"Mass campaign (pop/1.6) 
every 2 years","Mass campaign (pop/1.6)
every 2 years",BI,1.31,1,70,Burundi
BDI,607,6,186813131.7189935,169477262.9550538,204677474.24187922,186813131.7189935,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",BI,1.31,1,70,Burundi
BEN,107,1,127202130.14394864,116023646.57770514,139874099.2172728,127202130.14394864,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",BJ,1.07,1,70,Benin
BEN,228,2,170008080.76157728,158856717.05820975,186844446.45377067,243862461.64472458,"Annual CD 
at pop x 28%",Annual CD at pop x 28%,BJ,1.07,1,70,Benin
BEN,327,3,187818370.73295775,175655855.08917978,201722992.8136871,215391556.63355526,"CD between campaigns 
at pop x 27%","CD between campaigns at
pop x 27%",BJ,1.07,1,70,Benin
BEN,401,4,219471791.43016523,46491648.88890775,2988192.8717331216,219471791.43016523,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",BJ,1.07,1,70,Benin
BEN,512,5,225289002.88304794,208457265.4170925,112434998.75700606,263861627.39689964,"Mass campaign (pop/1.2) 
every 2 years","Mass campaign (pop/1.2)
every 2 years",BJ,1.07,1,70,Benin
BEN,607,6,175286862.25713566,161908569.40128288,191301286.89758548,175286862.25713566,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",BJ,1.07,1,70,Benin
BFA,107,1,267870693.17781657,240522158.88551092,295279850.9684472,267870693.17781657,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",BF,1.58,1,70,Burkina Faso
BFA,216,2,264321163.61440247,236342715.12394628,292086297.6353089,438063716.12277704,"Annual CD 
at pop x 16%",Annual CD at pop x 16%,BF,1.58,1,70,Burkina Faso
BFA,309,3,305510690.1157074,275571170.86504155,332158348.85079175,392680202.74950504,"CD between campaigns 
at pop x 9%","CD between campaigns at
pop x 9%",BF,1.58,1,70,Burkina Faso
BFA,409,4,352807597.5230601,190334903.55642852,87126068.88667983,381890570.9535013,"Mass campaign (pop/0.9) 
every 3 years","Mass campaign (pop/0.9)
every 3 years",BF,1.58,1,70,Burkina Faso
BFA,520,5,332643890.48521596,301233779.0786337,362679164.28977805,430696909.63764894,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",BF,1.58,1,70,Burkina Faso
BFA,607,6,364093261.10739017,329763304.02577746,393559191.1060463,364093261.10739017,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",BF,1.58,1,70,Burkina Faso
CAF,107,1,76145561.06509098,65287074.36295284,85882769.196545,76145561.06509098,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CF,1.9,1,70,Central African Republic
CAF,217,2,76098131.8677884,65597569.954067305,86613198.24302392,113152690.03198813,"Annual CD 
at pop x 17%",Annual CD at pop x 17%,CF,1.9,1,70,Central African Republic
CAF,309,3,86128616.6696592,74282530.7990863,95836774.56143409,99721025.382835,"CD between campaigns 
at pop x 9%","CD between campaigns at
pop x 9%",CF,1.9,1,70,Central African Republic
CAF,411,4,90284849.50161408,46633467.87524589,30996822.960787505,97413134.40943833,"Mass campaign (pop/1.1) 
every 3 years","Mass campaign (pop/1.1)
every 3 years",CF,1.9,1,70,Central African Republic
CAF,520,5,93665973.70708686,80744611.01932548,104565071.18968393,110380621.13099732,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",CF,1.9,1,70,Central African Republic
CAF,607,6,102567926.54013534,88453558.12493843,56397598.293423235,102567926.54013534,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CF,1.9,1,70,Central African Republic
CIV,107,1,345557290.95154965,311784909.38317543,378327725.74373806,345557290.95154965,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CI,1.69,1,70,Côte d’Ivoire
CIV,218,2,356548451.06150496,323247407.6450768,392799110.52875453,545231166.12905,"Annual CD 
at pop x 18%",Annual CD at pop x 18%,CI,1.69,1,70,Côte d’Ivoire
CIV,311,3,405792440.04924405,365753386.31630397,435989269.3875954,484943630.0408198,"CD between campaigns 
at pop x 11%","CD between campaigns at
pop x 11%",CI,1.69,1,70,Côte d’Ivoire
CIV,409,4,433262138.76032925,252515868.0515247,114020717.19415915,469874647.25403106,"Mass campaign (pop/0.9) 
every 3 years","Mass campaign (pop/0.9)
every 3 years",CI,1.69,1,70,Côte d’Ivoire
CIV,520,5,428982320.372858,388510683.8399555,463506974.8290153,549668684.0288997,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",CI,1.69,1,70,Côte d’Ivoire
CIV,607,6,467616850.76569617,423989677.7145173,501807070.70112216,467616850.76569617,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CI,1.69,1,70,Côte d’Ivoire
CMR,107,1,471752517.5143171,310471146.6799209,191399636.51611128,471752517.5143171,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CM,3.49,1,70,Cameroon
CMR,208,2,374806052.5511296,348466874.03407997,405425073.17088926,541987923.7979233,"Annual CD 
at pop x 8%",Annual CD at pop x 8%,CM,3.49,1,70,Cameroon
CMR,300,3,459587883.0387655,299419861.5376126,341043351.3004961,472245944.5982481,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",CM,3.49,1,70,Cameroon
CMR,420,4,441436546.2426881,314925627.51934284,322505503.5532117,481946118.9677036,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",CM,3.49,1,70,Cameroon
CMR,520,5,502423246.48240715,66520477.041550525,72849343.49331582,520196723.1660956,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",CM,3.49,1,70,Cameroon
CMR,607,6,503841803.3346275,41167628.94734001,44454416.340245284,505827194.67042536,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CM,3.49,1,70,Cameroon
COD,107,1,1150868665.0151508,974321201.3717858,1292712966.3907335,1150868665.0151508,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CD,1.41,1,70,Congo - Kinshasa
COD,222,2,1318758131.7361214,1140355179.6364992,1491244980.0744271,2025356775.4393787,"Annual CD 
at pop x 22%",Annual CD at pop x 22%,CD,1.41,1,70,Congo - Kinshasa
COD,318,3,1495219868.3881595,1295873956.3800464,1648794376.3930352,1816454076.1722076,"CD between campaigns 
at pop x 18%","CD between campaigns at
pop x 18%",CD,1.41,1,70,Congo - Kinshasa
COD,405,4,1599732916.4945328,213196734.13052613,491858810.3226895,1736184896.5067258,"Mass campaign (pop/0.5) 
every 3 years","Mass campaign (pop/0.5)
every 3 years",CD,1.41,1,70,Congo - Kinshasa
COD,517,5,1583818909.0163403,1360720582.617729,1754706503.5781286,1953235589.9815,"Mass campaign (pop/1.7) 
every 2 years","Mass campaign (pop/1.7)
every 2 years",CD,1.41,1,70,Congo - Kinshasa
COD,607,6,1552882823.4566479,1344155303.5636532,1725480082.5915372,1552882823.4566479,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CD,1.41,1,70,Congo - Kinshasa
COG,107,1,90404613.97092499,81560381.885006,38612681.73785206,90404613.97092499,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CG,2.91,1,70,Congo - Brazzaville
COG,210,2,80372074.64483033,66537593.39935209,90639335.56125535,105959640.04384011,"Annual CD 
at pop x 10%",Annual CD at pop x 10%,CG,2.91,1,70,Congo - Brazzaville
COG,300,3,88793327.89593256,79249900.8350771,67289765.4834701,97414029.53460939,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",CG,2.91,1,70,Congo - Brazzaville
COG,420,4,86306184.04256733,75443028.50329041,64737632.48992784,98231350.88745745,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",CG,2.91,1,70,Congo - Brazzaville
COG,520,5,104630202.77747977,62152405.76574287,15377789.821778564,108280486.02904388,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",CG,2.91,1,70,Congo - Brazzaville
COG,607,6,105989810.83479515,53914579.952786945,9608203.157702025,106486544.502199,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CG,2.91,1,70,Congo - Brazzaville
COM,107,1,11250361.454970285,9845153.84656309,12265655.089809744,11250361.454970285,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",KM,2.13,1,70,Comoros
COM,215,2,10604656.196208727,9365019.172361871,11776199.403038178,15587009.27656242,"Annual CD 
at pop x 15%",Annual CD at pop x 15%,KM,2.13,1,70,Comoros
COM,306,3,12080864.026185228,10621433.952708943,10783999.691956483,13569717.428871231,"CD between campaigns 
at pop x 6%","CD between campaigns at
pop x 6%",KM,2.13,1,70,Comoros
COM,413,4,12335152.777104113,7416863.887406397,9297924.826840896,13563391.58340378,"Mass campaign (pop/1.3) 
every 3 years","Mass campaign (pop/1.3)
every 3 years",KM,2.13,1,70,Comoros
COM,520,5,13942546.373593519,12247144.295181198,8425158.504966965,15107520.023690263,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",KM,2.13,1,70,Comoros
COM,607,6,13977887.941877136,13361862.099377591,8145109.286343613,13977887.941877136,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",KM,2.13,1,70,Comoros
DJI,107,1,9775995.391051073,9086104.19616129,10655263.975271741,9775995.391051073,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",DJ,1.05,1,70,Djibouti
DJI,228,2,13207611.736155892,12546977.373047791,14385183.096324502,18779497.754847948,"Annual CD 
at pop x 28%",Annual CD at pop x 28%,DJ,1.05,1,70,Djibouti
DJI,327,3,14453660.04222807,13618245.89843836,15430062.780077858,16536768.724917201,"CD between campaigns 
at pop x 27%","CD between campaigns at
pop x 27%",DJ,1.05,1,70,Djibouti
DJI,401,4,16686947.9625395,3678447.6718421364,237979.41352893828,16686947.9625395,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",DJ,1.05,1,70,Djibouti
DJI,511,5,16899606.106988296,7860117.783544082,9166748.11375351,20479851.61159546,"Mass campaign (pop/1.1) 
every 2 years","Mass campaign (pop/1.1)
every 2 years",DJ,1.05,1,70,Djibouti
DJI,607,6,13563810.042565802,12767085.183427429,14718447.621735916,13563810.042565802,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",DJ,1.05,1,70,Djibouti
ERI,107,1,56008557.931039155,48005121.93656487,23887276.588347856,56008557.931039155,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ER,3.01,1,70,Eritrea
ERI,207,2,48842120.01194497,35616764.43313683,54843186.2802108,64324417.01426971,"Annual CD 
at pop x 7%",Annual CD at pop x 7%,ER,3.01,1,70,Eritrea
ERI,300,3,55249955.75604198,47044473.13416661,23385018.696577527,59197029.77199787,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",ER,3.01,1,70,Eritrea
ERI,420,4,54026610.51832188,45479040.19376186,39693850.070063025,59640556.621968575,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",ER,3.01,1,70,Eritrea
ERI,520,5,63437788.14811265,56520366.937390976,9727926.512039261,65623073,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",ER,3.01,1,70,Eritrea
ERI,607,6,64500559.128342666,58716077.31462974,6222294.89525055,64500559.128342666,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ER,3.01,1,70,Eritrea
ETH,107,1,1309104450.6187549,1184845470.6058254,1452998088.6209455,1309104450.6187549,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ET,1.33,1,70,Ethiopia
ETH,223,2,1561156794.7832386,1415908355.3751543,1724979092.4028108,2396669421.11841,"Annual CD 
at pop x 23%",Annual CD at pop x 23%,ET,1.33,1,70,Ethiopia
ETH,320,3,1764940943.5310402,1601317188.2936625,1903301288.0500898,2142072037.133232,"CD between campaigns 
at pop x 20%","CD between campaigns at
pop x 20%",ET,1.33,1,70,Ethiopia
ETH,404,4,1896395230.7655585,329902130.5110345,570815423.6813107,2047973699.088328,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",ET,1.33,1,70,Ethiopia
ETH,515,5,1979926759.535179,1796246516.6492276,2135229110.069856,2374907180.8825006,"Mass campaign (pop/1.5) 
every 2 years","Mass campaign (pop/1.5)
every 2 years",ET,1.33,1,70,Ethiopia
ETH,607,6,1802486611.269391,1628972773.4008143,1958660695.6747527,1802486611.269391,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ET,1.33,1,70,Ethiopia
GAB,107,1,36816483.974245936,34086759.38768914,15416868.921084728,36816483.974245936,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GA,3.34,1,70,Gabon
GAB,210,2,33434728.478613812,28247652.57491295,36015625.86153786,41386101.42341591,"Annual CD 
at pop x 10%",Annual CD at pop x 10%,GA,3.34,1,70,Gabon
GAB,300,3,36105861.09014346,33032634.104654815,14938826.282925557,38177328.725358,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",GA,3.34,1,70,Gabon
GAB,420,4,35160227.42164386,31417985.169341486,25708311.95788711,38489131.06495143,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",GA,3.34,1,70,Gabon
GAB,520,5,41298599.39395752,23336799.07148865,6173985.082614517,42518548.127124935,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",GA,3.34,1,70,Gabon
GAB,607,6,41574835.565395206,22569719.662803493,3858706.8021203615,41574835.565395206,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GA,3.34,1,70,Gabon
GHA,107,1,385868335.32448906,358209665.9359535,422457423.40334195,385868335.32448906,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GH,1.78,1,70,Ghana
GHA,219,2,413473489.8825553,386087101.8037369,452196786.95693374,571661418.6552131,"Annual CD 
at pop x 19%",Annual CD at pop x 19%,GH,1.78,1,70,Ghana
GHA,313,3,457813243.5438308,425567110.6421832,492761789.9295751,530340391.5266412,"CD between campaigns 
at pop x 13%","CD between campaigns at
pop x 13%",GH,1.78,1,70,Ghana
GHA,408,4,499257731.4797158,108402635.37969801,135946516.28092572,536445083.2287606,"Mass campaign (pop/0.8) 
every 3 years","Mass campaign (pop/0.8)
every 3 years",GH,1.78,1,70,Ghana
GHA,520,5,475130138.47743505,442477091.7029987,513540315.2724749,595260548.9216154,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",GH,1.78,1,70,Ghana
GHA,607,6,516011249.3236902,479827950.6773185,554890155.3942864,516011249.3236902,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GH,1.78,1,70,Ghana
GIN,107,1,172992809.83303663,152456515.7071281,187418083.11953074,172992809.83303663,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GN,1.51,1,70,Guinea
GIN,216,2,177972561.8441489,156360099.0766391,197859742.91798133,244520405.8291825,"Annual CD 
at pop x 16%",Annual CD at pop x 16%,GN,1.51,1,70,Guinea
GIN,311,3,193411608.18538633,176853777.59580562,206577270.66501394,226118291.11795455,"CD between campaigns 
at pop x 11%","CD between campaigns at
pop x 11%",GN,1.51,1,70,Guinea
GIN,408,4,211869697.18972725,110567047.49421525,60047282.95704508,229722783.0470295,"Mass campaign (pop/0.8) 
every 3 years","Mass campaign (pop/0.8)
every 3 years",GN,1.51,1,70,Guinea
GIN,520,5,208421380.51282817,189054076.93695107,222088971.84858435,252230238,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",GN,1.51,1,70,Guinea
GIN,607,6,219472711.13979852,199253238.02295634,230157915.9344724,219472711.13979852,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GN,1.51,1,70,Guinea
GMB,107,1,34886545.14050826,31101363.38683371,37662677.800969526,34886545.14050826,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GM,1.62,1,70,Gambia
GMB,215,2,35039192.31724251,30839544.74697281,38877099.15491844,48036377.96985115,"Annual CD 
at pop x 15%",Annual CD at pop x 15%,GM,1.62,1,70,Gambia
GMB,308,3,37784813.20580258,34516699.22792405,40202517.88545477,44666625.51833882,"CD between campaigns 
at pop x 8%","CD between campaigns at
pop x 8%",GM,1.62,1,70,Gambia
GMB,410,4,40581602.96229634,21416620.98224252,27220494.407030083,45106157.697317705,"Mass campaign (pop/1) 
every 3 years","Mass campaign (pop/1)
every 3 years",GM,1.62,1,70,Gambia
GMB,520,5,41802557.6481147,38042318.97913132,44032695.34416938,49452022,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",GM,1.62,1,70,Gambia
GMB,607,6,43832810.33984443,40371392.74403084,45650266.63978753,43832810.33984443,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GM,1.62,1,70,Gambia
GNB,107,1,24756250.169464417,19935712.45467829,30307123.801222797,24756250.169464417,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GW,1.38,1,70,Guinea-Bissau
GNB,218,2,26999762.456410218,21806744.23118599,32615919.052022398,36575338.9136792,"Annual CD 
at pop x 18%",Annual CD at pop x 18%,GW,1.38,1,70,Guinea-Bissau
GNB,313,3,28750104.50294308,24346854.20589117,22837766.609079704,33496051.63824642,"CD between campaigns 
at pop x 13%","CD between campaigns at
pop x 13%",GW,1.38,1,70,Guinea-Bissau
GNB,406,4,31791002.61788067,14594528.385133475,736051.9618530655,34443067.627028316,"Mass campaign (pop/0.6) 
every 3 years","Mass campaign (pop/0.6)
every 3 years",GW,1.38,1,70,Guinea-Bissau
GNB,520,5,30229146.565751497,25455138.994697418,34895697.92637283,37874898,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",GW,1.38,1,70,Guinea-Bissau
GNB,607,6,32064173.61049584,27060520.57959045,19214413.291279145,32064173.61049584,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GW,1.38,1,70,Guinea-Bissau
GNQ,107,1,26890296.97561271,18456045.653091747,11372305.074087506,27382385.113681685,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GQ,3.59,1,70,Equatorial Guinea
GNQ,208,2,22421815.94789742,20690476.53854073,23968425.744805913,31543661.663566202,"Annual CD 
at pop x 8%",Annual CD at pop x 8%,GQ,3.59,1,70,Equatorial Guinea
GNQ,300,3,27382385.113681685,17794469.325077634,15263798.044042652,27775296.82428578,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",GQ,3.59,1,70,Equatorial Guinea
GNQ,420,4,26274051.5111591,18760028.883710828,19124910.303623192,28080037.73088467,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",GQ,3.59,1,70,Equatorial Guinea
GNQ,520,5,29672309.28278801,4008634.722189865,4388162.031565781,30725402.08218918,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",GQ,3.59,1,70,Equatorial Guinea
GNQ,607,6,29725674.12244644,2477041.5823696135,2674790.298492508,29725674.12244644,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GQ,3.59,1,70,Equatorial Guinea
KEN,107,1,711063734.2079906,637110020.2991211,792867784.539216,711063734.2079906,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",KE,2.26,1,70,Kenya
KEN,215,2,682703873.3981123,618562031.2042553,765905806.6641196,930136727.0750911,"Annual CD 
at pop x 15%",Annual CD at pop x 15%,KE,2.26,1,70,Kenya
KEN,306,3,759082650.9907485,682849479.1703136,564912373.2024077,862806842.6886709,"CD between campaigns 
at pop x 6%","CD between campaigns at
pop x 6%",KE,2.26,1,70,Kenya
KEN,413,4,787477987.2875406,482413964.3435643,599872091.3154347,872675377.5704558,"Mass campaign (pop/1.3) 
every 3 years","Mass campaign (pop/1.3)
every 3 years",KE,2.26,1,70,Kenya
KEN,520,5,867298144.5883187,783553973.0947763,543990375.6277915,965598471.7113342,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",KE,2.26,1,70,Kenya
KEN,607,6,895959867.3928261,474163952.1665244,525736032.23010427,895959867.3928261,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",KE,2.26,1,70,Kenya
LBR,107,1,48928373.807184316,45690548.936812624,52106152.51947268,48928373.807184316,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",LR,1.03,1,70,Liberia
LBR,229,2,68388231.56260048,63699367.97608939,73025732.3381374,87295458.22869903,"Annual CD 
at pop x 29%",Annual CD at pop x 29%,LR,1.03,1,70,Liberia
LBR,328,3,71517879.85794312,68574410.33315574,74704836.25682671,78174200.6352433,"CD between campaigns 
at pop x 28%","CD between campaigns at
pop x 28%",LR,1.03,1,70,Liberia
LBR,401,4,81630943.19218934,18135830.526003726,23387205.623590548,81630943.19218934,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",LR,1.03,1,70,Liberia
LBR,511,5,83451688.7937091,38235241.00254104,43799556.129168704,95696858,"Mass campaign (pop/1.1) 
every 2 years","Mass campaign (pop/1.1)
every 2 years",LR,1.03,1,70,Liberia
LBR,607,6,67004233.24643494,63770559.67322708,71205238.03936522,67004233.24643494,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",LR,1.03,1,70,Liberia
MDG,107,1,358345257.7409337,323777445.8371886,389595627.65714306,358345257.7409337,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",MG,1.65,1,70,Madagascar
MDG,218,2,379830763.6436419,337542990.5671479,419303423.7831455,525944634.6497204,"Annual CD 
at pop x 18%",Annual CD at pop x 18%,MG,1.65,1,70,Madagascar
MDG,312,3,414210863.07756156,383632297.2494798,442724814.9642209,487038682.9503701,"CD between campaigns 
at pop x 12%","CD between campaigns at
pop x 12%",MG,1.65,1,70,Madagascar
MDG,408,4,454635677.9641558,88067479.26639938,123201374.40362465,493057326.09091276,"Mass campaign (pop/0.8) 
every 3 years","Mass campaign (pop/0.8)
every 3 years",MG,1.65,1,70,Madagascar
MDG,520,5,437253925.92892885,399791709.75258243,469132286.7822038,542585808.9271022,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",MG,1.65,1,70,Madagascar
MDG,607,6,469248540.75700015,431874090.8861062,498631117.43890077,469248540.75700015,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",MG,1.65,1,70,Madagascar
MLI,107,1,364621784.26540333,340937072.130468,260148556.1747001,364621784.26540333,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ML,2.81,1,70,Mali
MLI,208,2,316440216.28542876,281507886.0733288,344725274.2239677,421137547.63200456,"Annual CD 
at pop x 8%",Annual CD at pop x 8%,ML,2.81,1,70,Mali
MLI,300,3,359300158.4833805,333664563.3113098,256006941.78343943,391058970.0041376,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",ML,2.81,1,70,Mali
MLI,420,4,349034347.2926348,323595616.32829154,362426746.74335515,393779050.557789,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",ML,2.81,1,70,Mali
MLI,520,5,410585496.6124981,227437424.04734102,228658264.7672461,429722120,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",ML,2.81,1,70,Mali
MLI,607,6,422356014.3886751,214792558.62809142,60297427.97159523,422356014.3886751,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ML,2.81,1,70,Mali
MOZ,107,1,366569086.3315495,328811011.0484123,405986747.4529794,366569086.3315495,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",MZ,1.34,1,70,Mozambique
MOZ,222,2,428383776.64755565,386584084.6776302,478178421.67060274,602419999.9640616,"Annual CD 
at pop x 22%",Annual CD at pop x 22%,MZ,1.34,1,70,Mozambique
MOZ,318,3,463678548.37424916,430840031.92418414,499799870.76441675,549029697.5211979,"CD between campaigns 
at pop x 18%","CD between campaigns at
pop x 18%",MZ,1.34,1,70,Mozambique
MOZ,404,4,523096099.62886953,96314056.4264166,153272218.13815638,559756638.2401996,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",MZ,1.34,1,70,Mozambique
MOZ,516,5,509540468.7131624,468417283.66038233,549924703.963309,619194793.5583593,"Mass campaign (pop/1.6) 
every 2 years","Mass campaign (pop/1.6)
every 2 years",MZ,1.34,1,70,Mozambique
MOZ,607,6,486926663.3383072,446931533.0456858,531596203.6294121,486926663.3383072,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",MZ,1.34,1,70,Mozambique
