iso3,lifespan,scenario,totalnets,target,scenlabel,country
CIV,1.7,2,21850303.439999998,70,CD: Annual distributions,Côte d’Ivoire
CIV,1.7,3,28997316.69333333,70,CD: Between mass campaigns,Côte d’Ivoire
CIV,1.7,4,39178332.52666666,70,Mass campaigns: Every 3 years using tailored approach,Côte d’Ivoire
CIV,1.7,5,35811950.86,70,Mass campaigns: Every 2 years using tailored approach,Côte d’Ivoire
CIV,1.7,6,39184103.637777776,70,Mass campaigns: Every 2 years using pop/1.8,Côte d’Ivoire
CIV,1.7,0_routine,5462575.859999999,70,NA,Côte d’Ivoire
CIV,1.7,0_mass,16857878.333333332,70,NA,Côte d’Ivoire
CIV,1.7,0_cd,0,70,NA,Côte d’Ivoire
CIV,1.7,2_routine,5462575.859999999,70,NA,Côte d’Ivoire
CIV,1.7,2_mass,0,70,NA,Côte d’Ivoire
CIV,1.7,2_cd,16387727.579999998,70,NA,Côte d’Ivoire
CIV,1.7,3_routine,5462575.859999999,70,NA,Côte d’Ivoire
CIV,1.7,3_mass,16857878.333333332,70,NA,Côte d’Ivoire
CIV,1.7,3_cd,6676862.5,70,NA,Côte d’Ivoire
CIV,1.7,4_routine,5462575.859999999,70,NA,Côte d’Ivoire
CIV,1.7,4_mass,33715756.666666664,70,NA,Côte d’Ivoire
CIV,1.7,4_cd,0,70,NA,Côte d’Ivoire
CIV,1.7,5_routine,5462575.859999999,70,NA,Côte d’Ivoire
CIV,1.7,5_mass,30349375,70,NA,Côte d’Ivoire
CIV,1.7,5_cd,0,70,NA,Côte d’Ivoire
CIV,1.7,6_routine,5462575.859999999,70,NA,Côte d’Ivoire
CIV,1.7,6_mass,33721527.777777776,70,NA,Côte d’Ivoire
CIV,1.7,6_cd,0,70,NA,Côte d’Ivoire
CMR,3.5,0,22178015.648888886,70,Mass campaigns: Every 3 years using pop/1.8,Cameroon
CMR,3.5,2,12664357.44,70,CD: Annual distributions,Cameroon
CMR,3.5,3,22178015.648888886,70,CD: Between mass campaigns,Cameroon
CMR,3.5,4,20502972.259999998,70,Mass campaigns: Every 3 years using tailored approach,Cameroon
CMR,3.5,5,35582039.26,70,Mass campaigns: Every 2 years using tailored approach,Cameroon
CMR,3.5,6,38932534.537777774,70,Mass campaigns: Every 2 years using pop/1.8,Cameroon
CMR,3.5,0_routine,5427581.76,70,NA,Cameroon
CMR,3.5,0_mass,16750433.888888888,70,NA,Cameroon
CMR,3.5,0_cd,0,70,NA,Cameroon
CMR,3.5,2_routine,5427581.76,70,NA,Cameroon
CMR,3.5,2_mass,0,70,NA,Cameroon
CMR,3.5,2_cd,7236775.68,70,NA,Cameroon
CMR,3.5,3_routine,5427581.76,70,NA,Cameroon
CMR,3.5,3_mass,16750433.888888888,70,NA,Cameroon
CMR,3.5,3_cd,0,70,NA,Cameroon
CMR,3.5,4_routine,5427581.76,70,NA,Cameroon
CMR,3.5,4_mass,15075390.5,70,NA,Cameroon
CMR,3.5,4_cd,0,70,NA,Cameroon
CMR,3.5,5_routine,5427581.76,70,NA,Cameroon
CMR,3.5,5_mass,30154457.5,70,NA,Cameroon
CMR,3.5,5_cd,0,70,NA,Cameroon
CMR,3.5,6_routine,5427581.76,70,NA,Cameroon
CMR,3.5,6_mass,33504952.777777776,70,NA,Cameroon
CMR,3.5,6_cd,0,70,NA,Cameroon
COD,1.4,0,80236033.37333333,70,Mass campaigns: Every 3 years using pop/1.8,Congo - Kinshasa
COD,1.4,2,91646333.52000001,70,CD: Annual distributions,Congo - Kinshasa
COD,1.4,3,119517932.69333333,70,CD: Between mass campaigns,Congo - Kinshasa
COD,1.4,4,237789620.04,70,Mass campaigns: Every 3 years using tailored approach,Congo - Kinshasa
COD,1.4,5,148010720.04,70,Mass campaigns: Every 2 years using tailored approach,Congo - Kinshasa
COD,1.4,6,140878930.04,70,Mass campaigns: Every 2 years using pop/1.8,Congo - Kinshasa
COD,1.4,0_routine,19638500.04,70,NA,Congo - Kinshasa
COD,1.4,0_mass,60597533.33333333,70,NA,Congo - Kinshasa
COD,1.4,0_cd,0,70,NA,Congo - Kinshasa
COD,1.4,2_routine,19638500.04,70,NA,Congo - Kinshasa
COD,1.4,2_mass,0,70,NA,Congo - Kinshasa
COD,1.4,2_cd,72007833.48,70,NA,Congo - Kinshasa
COD,1.4,3_routine,19638500.04,70,NA,Congo - Kinshasa
COD,1.4,3_mass,60597533.33333333,70,NA,Congo - Kinshasa
COD,1.4,3_cd,39281899.32,70,NA,Congo - Kinshasa
COD,1.4,4_routine,19638500.04,70,NA,Congo - Kinshasa
COD,1.4,4_mass,218151120,70,NA,Congo - Kinshasa
COD,1.4,4_cd,0,70,NA,Congo - Kinshasa
COD,1.4,5_routine,19638500.04,70,NA,Congo - Kinshasa
COD,1.4,5_mass,128372220,70,NA,Congo - Kinshasa
COD,1.4,5_cd,0,70,NA,Congo - Kinshasa
COD,1.4,6_routine,19638500.04,70,NA,Congo - Kinshasa
COD,1.4,6_mass,121240430,70,NA,Congo - Kinshasa
COD,1.4,6_cd,0,70,NA,Congo - Kinshasa
COG,2.9,0,4695719.951111111,70,Mass campaigns: Every 3 years using pop/1.8,Congo - Brazzaville
COG,2.9,2,3064530.24,70,CD: Annual distributions,Congo - Brazzaville
COG,2.9,3,4695719.951111111,70,CD: Between mass campaigns,Congo - Brazzaville
COG,2.9,4,4341067.84,70,Mass campaigns: Every 3 years using tailored approach,Congo - Brazzaville
COG,2.9,5,7533986.84,70,Mass campaigns: Every 2 years using tailored approach,Congo - Brazzaville
COG,2.9,6,8243407.728888888,70,Mass campaigns: Every 2 years using pop/1.8,Congo - Brazzaville
COG,2.9,0_routine,1149198.8399999999,70,NA,Congo - Brazzaville
COG,2.9,0_mass,3546521.111111111,70,NA,Congo - Brazzaville
COG,2.9,0_cd,0,70,NA,Congo - Brazzaville
COG,2.9,2_routine,1149198.8399999999,70,NA,Congo - Brazzaville
COG,2.9,2_mass,0,70,NA,Congo - Brazzaville
COG,2.9,2_cd,1915331.4000000001,70,NA,Congo - Brazzaville
COG,2.9,3_routine,1149198.8399999999,70,NA,Congo - Brazzaville
COG,2.9,3_mass,3546521.111111111,70,NA,Congo - Brazzaville
COG,2.9,3_cd,0,70,NA,Congo - Brazzaville
COG,2.9,4_routine,1149198.8399999999,70,NA,Congo - Brazzaville
COG,2.9,4_mass,3191869,70,NA,Congo - Brazzaville
COG,2.9,4_cd,0,70,NA,Congo - Brazzaville
COG,2.9,5_routine,1149198.8399999999,70,NA,Congo - Brazzaville
COG,2.9,5_mass,6384788,70,NA,Congo - Brazzaville
COG,2.9,5_cd,0,70,NA,Congo - Brazzaville
COG,2.9,6_routine,1149198.8399999999,70,NA,Congo - Brazzaville
COG,2.9,6_mass,7094208.888888888,70,NA,Congo - Brazzaville
COG,2.9,6_cd,0,70,NA,Congo - Brazzaville
COM,2.1,0,649546.3422222221,70,Mass campaigns: Every 3 years using pop/1.8,Comoros
COM,2.1,2,556321.9199999999,70,CD: Annual distributions,Comoros
COM,2.1,3,755510.9622222221,70,CD: Between mass campaigns,Comoros
COM,2.1,4,838237.5815384615,70,Mass campaigns: Every 3 years using tailored approach,Comoros
COM,2.1,5,1041987.62,70,Mass campaigns: Every 2 years using tailored approach,Comoros
COM,2.1,6,1140103.0088888886,70,Mass campaigns: Every 2 years using pop/1.8,Comoros
COM,2.1,0_routine,158949.12,70,NA,Comoros
COM,2.1,0_mass,490597.2222222222,70,NA,Comoros
COM,2.1,0_cd,0,70,NA,Comoros
COM,2.1,2_routine,158949.12,70,NA,Comoros
COM,2.1,2_mass,0,70,NA,Comoros
COM,2.1,2_cd,397372.79999999993,70,NA,Comoros
COM,2.1,3_routine,158949.12,70,NA,Comoros
COM,2.1,3_mass,490597.2222222222,70,NA,Comoros
COM,2.1,3_cd,105964.62,70,NA,Comoros
COM,2.1,4_routine,158949.12,70,NA,Comoros
COM,2.1,4_mass,679288.4615384615,70,NA,Comoros
COM,2.1,4_cd,0,70,NA,Comoros
COM,2.1,5_routine,158949.12,70,NA,Comoros
COM,2.1,5_mass,883038.5,70,NA,Comoros
COM,2.1,5_cd,0,70,NA,Comoros
COM,2.1,6_routine,158949.12,70,NA,Comoros
COM,2.1,6_mass,981153.8888888888,70,NA,Comoros
COM,2.1,6_cd,0,70,NA,Comoros
DJI,1,0,859317.5066666666,70,Mass campaigns: Every 3 years using pop/1.8,Djibouti
DJI,1,2,1191619.7600000002,70,CD: Annual distributions,Djibouti
DJI,1,3,1490174.3966666665,70,CD: Between mass campaigns,Djibouti
DJI,1,4,11892855.84,70,Mass campaigns: Every 3 years using tailored approach,Djibouti
DJI,1,5,2334383.1127272723,70,Mass campaigns: Every 2 years using tailored approach,Djibouti
DJI,1,6,1508345.2844444443,70,Mass campaigns: Every 2 years using pop/1.8,Djibouti
DJI,1,0_routine,210285.83999999997,70,NA,Djibouti
DJI,1,0_mass,649031.6666666666,70,NA,Djibouti
DJI,1,0_cd,0,70,NA,Djibouti
DJI,1,2_routine,210285.83999999997,70,NA,Djibouti
DJI,1,2_mass,0,70,NA,Djibouti
DJI,1,2_cd,981333.9200000002,70,NA,Djibouti
DJI,1,3_routine,210285.83999999997,70,NA,Djibouti
DJI,1,3_mass,649031.6666666666,70,NA,Djibouti
DJI,1,3_cd,630856.89,70,NA,Djibouti
DJI,1,4_routine,210285.83999999997,70,NA,Djibouti
DJI,1,4_mass,11682570,70,NA,Djibouti
DJI,1,4_cd,0,70,NA,Djibouti
DJI,1,5_routine,210285.83999999997,70,NA,Djibouti
DJI,1,5_mass,2124097.2727272725,70,NA,Djibouti
DJI,1,5_cd,0,70,NA,Djibouti
DJI,1,6_routine,210285.83999999997,70,NA,Djibouti
DJI,1,6_mass,1298059.4444444445,70,NA,Djibouti
DJI,1,6_cd,0,70,NA,Djibouti
ERI,3,0,2861178.3355555553,70,Mass campaigns: Every 3 years using pop/1.8,Eritrea
ERI,3,2,1517257.6900000002,70,CD: Annual distributions,Eritrea
ERI,3,3,2861178.3355555553,70,CD: Between mass campaigns,Eritrea
ERI,3,4,2645087.7800000003,70,Mass campaigns: Every 3 years using tailored approach,Eritrea
ERI,3,5,4591064.28,70,Mass campaigns: Every 2 years using tailored approach,Eritrea
ERI,3,6,5023374.446666666,70,Mass campaigns: Every 2 years using pop/1.8,Eritrea
ERI,3,0_routine,700272.78,70,NA,Eritrea
ERI,3,0_mass,2160905.5555555555,70,NA,Eritrea
ERI,3,0_cd,0,70,NA,Eritrea
ERI,3,2_routine,700272.78,70,NA,Eritrea
ERI,3,2_mass,0,70,NA,Eritrea
ERI,3,2_cd,816984.9100000001,70,NA,Eritrea
ERI,3,3_routine,700272.78,70,NA,Eritrea
ERI,3,3_mass,2160905.5555555555,70,NA,Eritrea
ERI,3,3_cd,0,70,NA,Eritrea
ERI,3,4_routine,700272.78,70,NA,Eritrea
ERI,3,4_mass,1944815,70,NA,Eritrea
ERI,3,4_cd,0,70,NA,Eritrea
ERI,3,5_routine,700272.78,70,NA,Eritrea
ERI,3,5_mass,3890791.5,70,NA,Eritrea
ERI,3,5_cd,0,70,NA,Eritrea
ERI,3,6_routine,700272.78,70,NA,Eritrea
ERI,3,6_mass,4323101.666666666,70,NA,Eritrea
ERI,3,6_cd,0,70,NA,Eritrea
ETH,1.3,0,97785057.67777777,70,Mass campaigns: Every 3 years using pop/1.8,Ethiopia
ETH,1.3,2,115663140.35,70,CD: Annual distributions,Ethiopia
ETH,1.3,3,150965029.67777777,70,CD: Between mass campaigns,Ethiopia
ETH,1.3,4,356276692.4,70,Mass campaigns: Every 3 years using tailored approach,Ethiopia
ETH,1.3,5,201196878.23333335,70,Mass campaigns: Every 2 years using tailored approach,Ethiopia
ETH,1.3,6,171652449.34444442,70,Mass campaigns: Every 2 years using pop/1.8,Ethiopia
ETH,1.3,0_routine,23930304.9,70,NA,Ethiopia
ETH,1.3,0_mass,73854752.77777778,70,NA,Ethiopia
ETH,1.3,0_cd,0,70,NA,Ethiopia
ETH,1.3,2_routine,23930304.9,70,NA,Ethiopia
ETH,1.3,2_mass,0,70,NA,Ethiopia
ETH,1.3,2_cd,91732835.45,70,NA,Ethiopia
ETH,1.3,3_routine,23930304.9,70,NA,Ethiopia
ETH,1.3,3_mass,73854752.77777778,70,NA,Ethiopia
ETH,1.3,3_cd,53179972,70,NA,Ethiopia
ETH,1.3,4_routine,23930304.9,70,NA,Ethiopia
ETH,1.3,4_mass,332346387.5,70,NA,Ethiopia
ETH,1.3,4_cd,0,70,NA,Ethiopia
ETH,1.3,5_routine,23930304.9,70,NA,Ethiopia
ETH,1.3,5_mass,177266573.33333334,70,NA,Ethiopia
ETH,1.3,5_cd,0,70,NA,Ethiopia
ETH,1.3,6_routine,23930304.9,70,NA,Ethiopia
ETH,1.3,6_mass,147722144.44444442,70,NA,Ethiopia
ETH,1.3,6_cd,0,70,NA,Ethiopia
GAB,3.3,0,1863078.4577777777,70,Mass campaigns: Every 3 years using pop/1.8,Gabon
GAB,3.3,2,1215788.48,70,CD: Annual distributions,Gabon
GAB,3.3,3,1863078.4577777777,70,CD: Between mass campaigns,Gabon
GAB,3.3,4,1722362.6800000002,70,Mass campaigns: Every 3 years using tailored approach,Gabon
GAB,3.3,5,2988817.68,70,Mass campaigns: Every 2 years using tailored approach,Gabon
GAB,3.3,6,3270250.68,70,Mass campaigns: Every 2 years using pop/1.8,Gabon
GAB,3.3,0_routine,455920.68000000005,70,NA,Gabon
GAB,3.3,0_mass,1407157.7777777778,70,NA,Gabon
GAB,3.3,0_cd,0,70,NA,Gabon
GAB,3.3,2_routine,455920.68000000005,70,NA,Gabon
GAB,3.3,2_mass,0,70,NA,Gabon
GAB,3.3,2_cd,759867.8,70,NA,Gabon
GAB,3.3,3_routine,455920.68000000005,70,NA,Gabon
GAB,3.3,3_mass,1407157.7777777778,70,NA,Gabon
GAB,3.3,3_cd,0,70,NA,Gabon
GAB,3.3,4_routine,455920.68000000005,70,NA,Gabon
GAB,3.3,4_mass,1266442,70,NA,Gabon
GAB,3.3,4_cd,0,70,NA,Gabon
GAB,3.3,5_routine,455920.68000000005,70,NA,Gabon
GAB,3.3,5_mass,2532897,70,NA,Gabon
GAB,3.3,5_cd,0,70,NA,Gabon
GAB,3.3,6_routine,455920.68000000005,70,NA,Gabon
GAB,3.3,6_mass,2814330,70,NA,Gabon
GAB,3.3,6_cd,0,70,NA,Gabon
GHA,1.8,0,26067972.024444446,70,Mass campaigns: Every 3 years using pop/1.8,Ghana
GHA,1.8,2,26580010.75,70,CD: Annual distributions,Ghana
GHA,1.8,3,35282405.564444445,70,CD: Between mass campaigns,Ghana
GHA,1.8,4,50678933.83,70,Mass campaigns: Every 3 years using tailored approach,Ghana
GHA,1.8,5,41819331.58,70,Mass campaigns: Every 2 years using tailored approach,Ghana
GHA,1.8,6,45757123.69111111,70,Mass campaigns: Every 2 years using pop/1.8,Ghana
GHA,1.8,0_routine,6379202.58,70,NA,Ghana
GHA,1.8,0_mass,19688769.444444444,70,NA,Ghana
GHA,1.8,0_cd,0,70,NA,Ghana
GHA,1.8,2_routine,6379202.58,70,NA,Ghana
GHA,1.8,2_mass,0,70,NA,Ghana
GHA,1.8,2_cd,20200808.17,70,NA,Ghana
GHA,1.8,3_routine,6379202.58,70,NA,Ghana
GHA,1.8,3_mass,19688769.444444444,70,NA,Ghana
GHA,1.8,3_cd,9214433.54,70,NA,Ghana
GHA,1.8,4_routine,6379202.58,70,NA,Ghana
GHA,1.8,4_mass,44299731.25,70,NA,Ghana
GHA,1.8,4_cd,0,70,NA,Ghana
GHA,1.8,5_routine,6379202.58,70,NA,Ghana
GHA,1.8,5_mass,35440129,70,NA,Ghana
GHA,1.8,5_cd,0,70,NA,Ghana
GHA,1.8,6_routine,6379202.58,70,NA,Ghana
GHA,1.8,6_mass,39377921.11111111,70,NA,Ghana
GHA,1.8,6_cd,0,70,NA,Ghana
GIN,1.5,0,10940139.506666666,70,Mass campaigns: Every 3 years using pop/1.8,Guinea
GIN,1.5,2,9816887.08,70,CD: Annual distributions,Guinea
GIN,1.5,3,14212547.326666666,70,CD: Between mass campaigns,Guinea
GIN,1.5,4,21268647.84,70,Mass campaigns: Every 3 years using tailored approach,Guinea
GIN,1.5,5,17551913.84,70,Mass campaigns: Every 2 years using tailored approach,Guinea
GIN,1.5,6,19204645.062222224,70,Mass campaigns: Every 2 years using pop/1.8,Guinea
GIN,1.5,0_routine,2677332.84,70,NA,Guinea
GIN,1.5,0_mass,8262806.666666666,70,NA,Guinea
GIN,1.5,0_cd,0,70,NA,Guinea
GIN,1.5,2_routine,2677332.84,70,NA,Guinea
GIN,1.5,2_mass,0,70,NA,Guinea
GIN,1.5,2_cd,7139554.24,70,NA,Guinea
GIN,1.5,3_routine,2677332.84,70,NA,Guinea
GIN,1.5,3_mass,8262806.666666666,70,NA,Guinea
GIN,1.5,3_cd,3272407.8200000003,70,NA,Guinea
GIN,1.5,4_routine,2677332.84,70,NA,Guinea
GIN,1.5,4_mass,18591315,70,NA,Guinea
GIN,1.5,4_cd,0,70,NA,Guinea
GIN,1.5,5_routine,2677332.84,70,NA,Guinea
GIN,1.5,5_mass,14874581,70,NA,Guinea
GIN,1.5,5_cd,0,70,NA,Guinea
GIN,1.5,6_routine,2677332.84,70,NA,Guinea
GIN,1.5,6_mass,16527312.222222224,70,NA,Guinea
GIN,1.5,6_cd,0,70,NA,Guinea
GMB,1.6,0,2141384.2577777775,70,Mass campaigns: Every 3 years using pop/1.8,Gambia
GMB,1.6,2,1834162.68,70,CD: Annual distributions,Gambia
GMB,1.6,3,2607216.2577777775,70,CD: Between mass campaigns,Gambia
GMB,1.6,4,3435254.48,70,Mass campaigns: Every 3 years using tailored approach,Gambia
GMB,1.6,5,3435496.48,70,Mass campaigns: Every 2 years using tailored approach,Gambia
GMB,1.6,6,3758990.9244444445,70,Mass campaigns: Every 2 years using pop/1.8,Gambia
GMB,1.6,0_routine,524046.48,70,NA,Gambia
GMB,1.6,0_mass,1617337.7777777778,70,NA,Gambia
GMB,1.6,0_cd,0,70,NA,Gambia
GMB,1.6,2_routine,524046.48,70,NA,Gambia
GMB,1.6,2_mass,0,70,NA,Gambia
GMB,1.6,2_cd,1310116.2,70,NA,Gambia
GMB,1.6,3_routine,524046.48,70,NA,Gambia
GMB,1.6,3_mass,1617337.7777777778,70,NA,Gambia
GMB,1.6,3_cd,465832,70,NA,Gambia
GMB,1.6,4_routine,524046.48,70,NA,Gambia
GMB,1.6,4_mass,2911208,70,NA,Gambia
GMB,1.6,4_cd,0,70,NA,Gambia
GMB,1.6,5_routine,524046.48,70,NA,Gambia
GMB,1.6,5_mass,2911450,70,NA,Gambia
GMB,1.6,5_cd,0,70,NA,Gambia
GMB,1.6,6_routine,524046.48,70,NA,Gambia
GMB,1.6,6_mass,3234944.4444444445,70,NA,Gambia
GMB,1.6,6_cd,0,70,NA,Gambia
GNB,1.4,0,1650875.891111111,70,Mass campaigns: Every 3 years using pop/1.8,Guinea-Bissau
GNB,1.4,2,1616019.12,70,CD: Annual distributions,Guinea-Bissau
GNB,1.4,3,2234451.741111111,70,CD: Between mass campaigns,Guinea-Bissau
GNB,1.4,4,4144618.1133333333,70,Mass campaigns: Every 3 years using tailored approach,Guinea-Bissau
GNB,1.4,5,2648527.2800000003,70,Mass campaigns: Every 2 years using tailored approach,Guinea-Bissau
GNB,1.4,6,2897918.6688888893,70,Mass campaigns: Every 2 years using pop/1.8,Guinea-Bissau
GNB,1.4,0_routine,404004.78,70,NA,Guinea-Bissau
GNB,1.4,0_mass,1246871.111111111,70,NA,Guinea-Bissau
GNB,1.4,0_cd,0,70,NA,Guinea-Bissau
GNB,1.4,2_routine,404004.78,70,NA,Guinea-Bissau
GNB,1.4,2_mass,0,70,NA,Guinea-Bissau
