iso3,lifespan,scenario,totalnets,target,scenlabel,country
CIV,1.7,6_mass,106407183.33333331,70,NA,Côte d’Ivoire
CIV,1.7,6_cd,0,70,NA,Côte d’Ivoire
CMR,3.5,0,90597766.4311111,70,Mass campaigns: Every 3 years using pop/1.8,Cameroon
CMR,3.5,2,62134236.755555555,70,CD: Annual distributions,Cameroon
CMR,3.5,3,90597766.4311111,70,CD: Between mass campaigns,Cameroon
CMR,3.5,4,83631960.82,70,Mass campaigns: Every 3 years using tailored approach,Cameroon
CMR,3.5,5,116141015.32,70,Mass campaigns: Every 2 years using tailored approach,Cameroon
CMR,3.5,6,126718938.09777777,70,Mass campaigns: Every 2 years using pop/1.8,Cameroon
CMR,3.5,0_routine,20939710.319999997,70,NA,Cameroon
CMR,3.5,0_mass,69658056.1111111,70,NA,Cameroon
CMR,3.5,0_cd,0,70,NA,Cameroon
CMR,3.5,2_routine,20939710.319999997,70,NA,Cameroon
CMR,3.5,2_mass,15508075.555555556,70,NA,Cameroon
CMR,3.5,2_cd,25686450.880000003,70,NA,Cameroon
CMR,3.5,3_routine,20939710.319999997,70,NA,Cameroon
CMR,3.5,3_mass,69658056.1111111,70,NA,Cameroon
CMR,3.5,3_cd,0,70,NA,Cameroon
CMR,3.5,4_routine,20939710.319999997,70,NA,Cameroon
CMR,3.5,4_mass,62692250.5,70,NA,Cameroon
CMR,3.5,4_cd,0,70,NA,Cameroon
CMR,3.5,5_routine,20939710.319999997,70,NA,Cameroon
CMR,3.5,5_mass,95201305,70,NA,Cameroon
CMR,3.5,5_cd,0,70,NA,Cameroon
CMR,3.5,6_routine,20939710.319999997,70,NA,Cameroon
CMR,3.5,6_mass,105779227.77777778,70,NA,Cameroon
CMR,3.5,6_cd,0,70,NA,Cameroon
COD,1.4,0,332284784.2777778,70,Mass campaigns: Every 3 years using pop/1.8,Congo - Kinshasa
COD,1.4,2,392490593.6933333,70,CD: Annual distributions,Congo - Kinshasa
COD,1.4,3,480525384.8377778,70,CD: Between mass campaigns,Congo - Kinshasa
COD,1.4,4,996062087.5,70,Mass campaigns: Every 3 years using tailored approach,Congo - Kinshasa
COD,1.4,5,488922884.4411765,70,Mass campaigns: Every 2 years using tailored approach,Congo - Kinshasa
COD,1.4,6,466037492.0555555,70,Mass campaigns: Every 2 years using pop/1.8,Congo - Kinshasa
COD,1.4,0_routine,76985821.49999999,70,NA,Congo - Kinshasa
COD,1.4,0_mass,255298962.7777778,70,NA,Congo - Kinshasa
COD,1.4,0_cd,0,70,NA,Congo - Kinshasa
COD,1.4,2_routine,76985821.49999999,70,NA,Congo - Kinshasa
COD,1.4,2_mass,55005673.33333333,70,NA,Congo - Kinshasa
COD,1.4,2_cd,260499098.85999998,70,NA,Congo - Kinshasa
COD,1.4,3_routine,76985821.49999999,70,NA,Congo - Kinshasa
COD,1.4,3_mass,255298962.7777778,70,NA,Congo - Kinshasa
COD,1.4,3_cd,148240600.56,70,NA,Congo - Kinshasa
COD,1.4,4_routine,76985821.49999999,70,NA,Congo - Kinshasa
COD,1.4,4_mass,919076266,70,NA,Congo - Kinshasa
COD,1.4,4_cd,0,70,NA,Congo - Kinshasa
COD,1.4,5_routine,76985821.49999999,70,NA,Congo - Kinshasa
COD,1.4,5_mass,411937062.9411765,70,NA,Congo - Kinshasa
COD,1.4,5_cd,0,70,NA,Congo - Kinshasa
COD,1.4,6_routine,76985821.49999999,70,NA,Congo - Kinshasa
COD,1.4,6_mass,389051670.5555555,70,NA,Congo - Kinshasa
COD,1.4,6_cd,0,70,NA,Congo - Kinshasa
COG,2.9,0,19096410.75111111,70,Mass campaigns: Every 3 years using pop/1.8,Congo - Brazzaville
COG,2.9,2,14477378.86222222,70,CD: Annual distributions,Congo - Brazzaville
COG,2.9,3,19096410.75111111,70,CD: Between mass campaigns,Congo - Brazzaville
COG,2.9,4,17627676.64,70,Mass campaigns: Every 3 years using tailored approach,Congo - Brazzaville
COG,2.9,5,24455749.64,70,Mass campaigns: Every 2 years using tailored approach,Congo - Brazzaville
COG,2.9,6,26683158.52888889,70,Mass campaigns: Every 2 years using pop/1.8,Congo - Brazzaville
COG,2.9,0_routine,4409069.64,70,NA,Congo - Brazzaville
COG,2.9,0_mass,14687341.11111111,70,NA,Congo - Brazzaville
COG,2.9,0_cd,0,70,NA,Congo - Brazzaville
COG,2.9,2_routine,4409069.64,70,NA,Congo - Brazzaville
COG,2.9,2_mass,3316902.222222222,70,NA,Congo - Brazzaville
COG,2.9,2_cd,6751407,70,NA,Congo - Brazzaville
COG,2.9,3_routine,4409069.64,70,NA,Congo - Brazzaville
COG,2.9,3_mass,14687341.11111111,70,NA,Congo - Brazzaville
COG,2.9,3_cd,0,70,NA,Congo - Brazzaville
COG,2.9,4_routine,4409069.64,70,NA,Congo - Brazzaville
COG,2.9,4_mass,13218607,70,NA,Congo - Brazzaville
COG,2.9,4_cd,0,70,NA,Congo - Brazzaville
COG,2.9,5_routine,4409069.64,70,NA,Congo - Brazzaville
COG,2.9,5_mass,20046680,70,NA,Congo - Brazzaville
COG,2.9,5_cd,0,70,NA,Congo - Brazzaville
COG,2.9,6_routine,4409069.64,70,NA,Congo - Brazzaville
COG,2.9,6_mass,22274088.888888888,70,NA,Congo - Brazzaville
COG,2.9,6_cd,0,70,NA,Congo - Brazzaville
COM,2.1,0,2615897.0577777773,70,Mass campaigns: Every 3 years using pop/1.8,Comoros
COM,2.1,2,2449540.8244444444,70,CD: Annual distributions,Comoros
COM,2.1,3,3001403.6577777774,70,CD: Between mass campaigns,Comoros
COM,2.1,4,3390123.126153846,70,Mass campaigns: Every 3 years using tailored approach,Comoros
COM,2.1,5,3343307.28,70,Mass campaigns: Every 2 years using tailored approach,Comoros
COM,2.1,6,3647795.9466666663,70,Mass campaigns: Every 2 years using pop/1.8,Comoros
COM,2.1,0_routine,602909.2799999999,70,NA,Comoros
COM,2.1,0_mass,2012987.7777777775,70,NA,Comoros
COM,2.1,0_cd,0,70,NA,Comoros
COM,2.1,2_routine,602909.2799999999,70,NA,Comoros
COM,2.1,2_mass,464874.44444444444,70,NA,Comoros
COM,2.1,2_cd,1381757.0999999999,70,NA,Comoros
COM,2.1,3_routine,602909.2799999999,70,NA,Comoros
COM,2.1,3_mass,2012987.7777777775,70,NA,Comoros
COM,2.1,3_cd,385506.6,70,NA,Comoros
COM,2.1,4_routine,602909.2799999999,70,NA,Comoros
COM,2.1,4_mass,2787213.846153846,70,NA,Comoros
COM,2.1,4_cd,0,70,NA,Comoros
COM,2.1,5_routine,602909.2799999999,70,NA,Comoros
COM,2.1,5_mass,2740398,70,NA,Comoros
COM,2.1,5_cd,0,70,NA,Comoros
COM,2.1,6_routine,602909.2799999999,70,NA,Comoros
COM,2.1,6_mass,3044886.6666666665,70,NA,Comoros
COM,2.1,6_cd,0,70,NA,Comoros
DJI,1,0,3440457.397777778,70,Mass campaigns: Every 3 years using pop/1.8,Djibouti
DJI,1,2,4795862.348888889,70,CD: Annual distributions,Djibouti
DJI,1,3,5716432.657777778,70,CD: Between mass campaigns,Djibouti
DJI,1,4,48467214.62,70,Mass campaigns: Every 3 years using tailored approach,Djibouti
DJI,1,5,7335616.4381818175,70,Mass campaigns: Every 2 years using tailored approach,Djibouti
DJI,1,6,4790808.508888889,70,Mass campaigns: Every 2 years using pop/1.8,Djibouti
DJI,1,0_routine,791824.62,70,NA,Djibouti
DJI,1,0_mass,2648632.777777778,70,NA,Djibouti
DJI,1,0_cd,0,70,NA,Djibouti
DJI,1,2_routine,791824.62,70,NA,Djibouti
DJI,1,2_mass,622693.8888888889,70,NA,Djibouti
DJI,1,2_cd,3381343.8400000003,70,NA,Djibouti
DJI,1,3_routine,791824.62,70,NA,Djibouti
DJI,1,3_mass,2648632.777777778,70,NA,Djibouti
DJI,1,3_cd,2275975.2600000002,70,NA,Djibouti
DJI,1,4_routine,791824.62,70,NA,Djibouti
DJI,1,4_mass,47675390,70,NA,Djibouti
DJI,1,4_cd,0,70,NA,Djibouti
DJI,1,5_routine,791824.62,70,NA,Djibouti
DJI,1,5_mass,6543791.818181817,70,NA,Djibouti
DJI,1,5_cd,0,70,NA,Djibouti
DJI,1,6_routine,791824.62,70,NA,Djibouti
DJI,1,6_mass,3998983.888888889,70,NA,Djibouti
DJI,1,6_cd,0,70,NA,Djibouti
ERI,3,0,11596958.962222222,70,Mass campaigns: Every 3 years using pop/1.8,Eritrea
ERI,3,2,7582808.474444444,70,CD: Annual distributions,Eritrea
ERI,3,3,11596958.962222222,70,CD: Between mass campaigns,Eritrea
ERI,3,4,10704678.739999998,70,Mass campaigns: Every 3 years using tailored approach,Eritrea
ERI,3,5,14835043.739999998,70,Mass campaigns: Every 2 years using tailored approach,Eritrea
ERI,3,6,16186253.406666666,70,Mass campaigns: Every 2 years using pop/1.8,Eritrea
ERI,3,0_routine,2674156.7399999993,70,NA,Eritrea
ERI,3,0_mass,8922802.222222222,70,NA,Eritrea
ERI,3,0_cd,0,70,NA,Eritrea
ERI,3,2_routine,2674156.7399999993,70,NA,Eritrea
ERI,3,2_mass,2046684.4444444445,70,NA,Eritrea
ERI,3,2_cd,2861967.29,70,NA,Eritrea
ERI,3,3_routine,2674156.7399999993,70,NA,Eritrea
ERI,3,3_mass,8922802.222222222,70,NA,Eritrea
ERI,3,3_cd,0,70,NA,Eritrea
ERI,3,4_routine,2674156.7399999993,70,NA,Eritrea
ERI,3,4_mass,8030522,70,NA,Eritrea
ERI,3,4_cd,0,70,NA,Eritrea
ERI,3,5_routine,2674156.7399999993,70,NA,Eritrea
ERI,3,5_mass,12160887,70,NA,Eritrea
ERI,3,5_cd,0,70,NA,Eritrea
ERI,3,6_routine,2674156.7399999993,70,NA,Eritrea
ERI,3,6_mass,13512096.666666666,70,NA,Eritrea
ERI,3,6_cd,0,70,NA,Eritrea
ETH,1.3,0,398534861.2022222,70,Mass campaigns: Every 3 years using pop/1.8,Ethiopia
ETH,1.3,2,485218704.7722223,70,CD: Annual distributions,Ethiopia
ETH,1.3,3,595143185.0022222,70,CD: Between mass campaigns,Ethiopia
ETH,1.3,4,1471128068.98,70,Mass campaigns: Every 3 years using tailored approach,Ethiopia
ETH,1.3,5,650190764.98,70,Mass campaigns: Every 2 years using tailored approach,Ethiopia
ETH,1.3,6,557172247.3133333,70,Mass campaigns: Every 2 years using pop/1.8,Ethiopia
ETH,1.3,0_routine,92079658.98000002,70,NA,Ethiopia
ETH,1.3,0_mass,306455202.2222222,70,NA,Ethiopia
ETH,1.3,0_cd,0,70,NA,Ethiopia
ETH,1.3,2_routine,92079658.98000002,70,NA,Ethiopia
ETH,1.3,2_mass,68544402.22222222,70,NA,Ethiopia
ETH,1.3,2_cd,324594643.57000005,70,NA,Ethiopia
ETH,1.3,3_routine,92079658.98000002,70,NA,Ethiopia
ETH,1.3,3_mass,306455202.2222222,70,NA,Ethiopia
ETH,1.3,3_cd,196608323.79999998,70,NA,Ethiopia
ETH,1.3,4_routine,92079658.98000002,70,NA,Ethiopia
ETH,1.3,4_mass,1379048410,70,NA,Ethiopia
ETH,1.3,4_cd,0,70,NA,Ethiopia
ETH,1.3,5_routine,92079658.98000002,70,NA,Ethiopia
ETH,1.3,5_mass,558111106,70,NA,Ethiopia
ETH,1.3,5_cd,0,70,NA,Ethiopia
ETH,1.3,6_routine,92079658.98000002,70,NA,Ethiopia
ETH,1.3,6_mass,465092588.3333333,70,NA,Ethiopia
ETH,1.3,6_cd,0,70,NA,Ethiopia
GAB,3.3,0,7526200.357777777,70,Mass campaigns: Every 3 years using pop/1.8,Gabon
GAB,3.3,2,5716765.457777778,70,CD: Annual distributions,Gabon
GAB,3.3,3,7526200.357777777,70,CD: Between mass campaigns,Gabon
GAB,3.3,4,6947147.08,70,Mass campaigns: Every 3 years using tailored approach,Gabon
GAB,3.3,5,9625372.08,70,Mass campaigns: Every 2 years using tailored approach,Gabon
GAB,3.3,6,10502005.913333334,70,Mass campaigns: Every 2 years using pop/1.8,Gabon
GAB,3.3,0_routine,1735667.58,70,NA,Gabon
GAB,3.3,0_mass,5790532.777777777,70,NA,Gabon
GAB,3.3,0_cd,0,70,NA,Gabon
GAB,3.3,2_routine,1735667.58,70,NA,Gabon
GAB,3.3,2_mass,1327217.7777777778,70,NA,Gabon
GAB,3.3,2_cd,2653880.1,70,NA,Gabon
GAB,3.3,3_routine,1735667.58,70,NA,Gabon
GAB,3.3,3_mass,5790532.777777777,70,NA,Gabon
GAB,3.3,3_cd,0,70,NA,Gabon
GAB,3.3,4_routine,1735667.58,70,NA,Gabon
GAB,3.3,4_mass,5211479.5,70,NA,Gabon
GAB,3.3,4_cd,0,70,NA,Gabon
GAB,3.3,5_routine,1735667.58,70,NA,Gabon
GAB,3.3,5_mass,7889704.5,70,NA,Gabon
GAB,3.3,5_cd,0,70,NA,Gabon
GAB,3.3,6_routine,1735667.58,70,NA,Gabon
GAB,3.3,6_mass,8766338.333333334,70,NA,Gabon
GAB,3.3,6_cd,0,70,NA,Gabon
GHA,1.8,0,105273359.05333334,70,Mass campaigns: Every 3 years using pop/1.8,Ghana
GHA,1.8,2,113379855.75555556,70,CD: Annual distributions,Ghana
GHA,1.8,3,138913693.57333332,70,CD: Between mass campaigns,Ghana
GHA,1.8,4,206522288.22,70,Mass campaigns: Every 3 years using tailored approach,Ghana
GHA,1.8,5,134618463.22,70,Mass campaigns: Every 2 years using tailored approach,Ghana
GHA,1.8,6,146878935.16444445,70,Mass campaigns: Every 2 years using pop/1.8,Ghana
GHA,1.8,0_routine,24274215.72,70,NA,Ghana
GHA,1.8,0_mass,80999143.33333334,70,NA,Ghana
GHA,1.8,0_cd,0,70,NA,Ghana
GHA,1.8,2_routine,24274215.72,70,NA,Ghana
GHA,1.8,2_mass,18597705.555555556,70,NA,Ghana
GHA,1.8,2_cd,70507934.48,70,NA,Ghana
GHA,1.8,3_routine,24274215.72,70,NA,Ghana
GHA,1.8,3_mass,80999143.33333334,70,NA,Ghana
GHA,1.8,3_cd,33640334.519999996,70,NA,Ghana
GHA,1.8,4_routine,24274215.72,70,NA,Ghana
GHA,1.8,4_mass,182248072.5,70,NA,Ghana
GHA,1.8,4_cd,0,70,NA,Ghana
GHA,1.8,5_routine,24274215.72,70,NA,Ghana
GHA,1.8,5_mass,110344247.5,70,NA,Ghana
GHA,1.8,5_cd,0,70,NA,Ghana
GHA,1.8,6_routine,24274215.72,70,NA,Ghana
GHA,1.8,6_mass,122604719.44444446,70,NA,Ghana
GHA,1.8,6_cd,0,70,NA,Ghana
GIN,1.5,0,44518685.395555556,70,Mass campaigns: Every 3 years using pop/1.8,Guinea
GIN,1.5,2,43181045.01333333,70,CD: Annual distributions,Guinea
GIN,1.5,3,56589179.65555555,70,CD: Between mass campaigns,Guinea
GIN,1.5,4,87315142.34,70,Mass campaigns: Every 3 years using tailored approach,Guinea
GIN,1.5,5,57021685.34,70,Mass campaigns: Every 2 years using tailored approach,Guinea
GIN,1.5,6,62215037.06222221,70,Mass campaigns: Every 2 years using pop/1.8,Guinea
GIN,1.5,0_routine,10281519.84,70,NA,Guinea
GIN,1.5,0_mass,34237165.55555555,70,NA,Guinea
GIN,1.5,0_cd,0,70,NA,Guinea
GIN,1.5,2_routine,10281519.84,70,NA,Guinea
GIN,1.5,2_mass,7699633.333333333,70,NA,Guinea
GIN,1.5,2_cd,25199891.839999996,70,NA,Guinea
GIN,1.5,3_routine,10281519.84,70,NA,Guinea
GIN,1.5,3_mass,34237165.55555555,70,NA,Guinea
GIN,1.5,3_cd,12070494.26,70,NA,Guinea
GIN,1.5,4_routine,10281519.84,70,NA,Guinea
GIN,1.5,4_mass,77033622.5,70,NA,Guinea
GIN,1.5,4_cd,0,70,NA,Guinea
GIN,1.5,5_routine,10281519.84,70,NA,Guinea
GIN,1.5,5_mass,46740165.5,70,NA,Guinea
GIN,1.5,5_cd,0,70,NA,Guinea
GIN,1.5,6_routine,10281519.84,70,NA,Guinea
GIN,1.5,6_mass,51933517.22222222,70,NA,Guinea
GIN,1.5,6_cd,0,70,NA,Guinea
GMB,1.6,0,8722858.884444444,70,Mass campaigns: Every 3 years using pop/1.8,Gambia
GMB,1.6,2,8150138.128888888,70,CD: Annual distributions,Gambia
GMB,1.6,3,10443681.684444444,70,CD: Between mass campaigns,Gambia
GMB,1.6,4,14089098.44,70,Mass campaigns: Every 3 years using tailored approach,Gambia
GMB,1.6,5,11175596.44,70,Mass campaigns: Every 2 years using tailored approach,Gambia
GMB,1.6,6,12193433.884444444,70,Mass campaigns: Every 2 years using pop/1.8,Gambia
GMB,1.6,0_routine,2015059.44,70,NA,Gambia
GMB,1.6,0_mass,6707799.444444444,70,NA,Gambia
GMB,1.6,0_cd,0,70,NA,Gambia
GMB,1.6,2_routine,2015059.44,70,NA,Gambia
GMB,1.6,2_mass,1503328.8888888888,70,NA,Gambia
GMB,1.6,2_cd,4631749.8,70,NA,Gambia
GMB,1.6,3_routine,2015059.44,70,NA,Gambia
GMB,1.6,3_mass,6707799.444444444,70,NA,Gambia
GMB,1.6,3_cd,1720822.8,70,NA,Gambia
GMB,1.6,4_routine,2015059.44,70,NA,Gambia
GMB,1.6,4_mass,12074039,70,NA,Gambia
GMB,1.6,4_cd,0,70,NA,Gambia
GMB,1.6,5_routine,2015059.44,70,NA,Gambia
GMB,1.6,5_mass,9160537,70,NA,Gambia
GMB,1.6,5_cd,0,70,NA,Gambia
GMB,1.6,6_routine,2015059.44,70,NA,Gambia
GMB,1.6,6_mass,10178374.444444444,70,NA,Gambia
GMB,1.6,6_cd,0,70,NA,Gambia
GNB,1.4,0,6696086.591111111,70,Mass campaigns: Every 3 years using pop/1.8,Guinea-Bissau
GNB,1.4,2,6971898.928888889,70,CD: Annual distributions,Guinea-Bissau
GNB,1.4,3,8838917.67111111,70,CD: Between mass campaigns,Guinea-Bissau
GNB,1.4,4,16997688.813333333,70,Mass campaigns: Every 3 years using tailored approach,Guinea-Bissau
GNB,1.4,5,8570262.98,70,Mass campaigns: Every 2 years using tailored approach,Guinea-Bissau
GNB,1.4,6,9350816.035555555,70,Mass campaigns: Every 2 years using pop/1.8,Guinea-Bissau
GNB,1.4,0_routine,1545285.4800000002,70,NA,Guinea-Bissau
